"","SPCODE","taxa","genus","species","variety","tolerance","native","family","hydrophyte","form","habit","group","shade","clemet.tier","odnr.class","ohio.noxious","clemet.priority","plot","month","year","species.name","cover.mn"
"1424","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,1098,"August",2010,"HESPERIS_MATRONALIS",0.255
"1425","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,1054,"July",2010,"Hesperis_matronalis",1.75
"1426","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,1039,"July",2010,"Hesperis_matronalis",1.75
"1427","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,1004,"June",2010,"HESPERIS_MATRONALIS",1.666666667
"1428","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,1010,"June",2010,"HESPERIS_MATRONALIS",0.2525
"1429","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,3377,"August",2010,"Hesperis_matronalis",0.3775
"1430","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,1068,"July",2010,"HESPERIS_MATRONALIS",0.2525
"1431","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,1071,"August",2010,"HESPERIS_MATRONALIS",2.75
"1432","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,3381,"August",2010,"Hesperis_matronalis",2
"1433","HESMAT","Hesperis_matronalis","Hesperis","matronalis",NA,"tolerant","adventive","Brassicaceae","upland","forb","BI","DI","advent",4,"established",FALSE,FALSE,1014,"July",2010,"Hesperis_matronalis",0.01
"1434","HOLLAN","Holcus_lanatus","Holcus","lanatus",NA,"tolerant","adventive","Poaceae","upland","grass","PE","MO","advent",NA,NA,FALSE,FALSE,1072,"June",2010,"Holcus_lanatus",0.1275
"1435","HOLLAN","Holcus_lanatus","Holcus","lanatus",NA,"tolerant","adventive","Poaceae","upland","grass","PE","MO","advent",NA,NA,FALSE,FALSE,1065,"July",2010,"Holcus_lanatus",0.0025
"1436","HOLLAN","Holcus_lanatus","Holcus","lanatus",NA,"tolerant","adventive","Poaceae","upland","grass","PE","MO","advent",NA,NA,FALSE,FALSE,1080,"August",2010,"HOLCUS_LANATUS",0.0025
"1437","HYDCAN","Hydrophyllum_canadense","Hydrophyllum","canadense",NA,"midrange","native","Hydrophyllaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,3389,"August",2010,"Hydrophyllum_canadense",10
"1438","HYDCAN","Hydrophyllum_canadense","Hydrophyllum","canadense",NA,"midrange","native","Hydrophyllaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,3377,"August",2010,"Hydrophyllum_canadense",62.5
"1439","HYDCAN","Hydrophyllum_canadense","Hydrophyllum","canadense",NA,"midrange","native","Hydrophyllaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,3370,"August",2010,"Hydrophyllum_canadense",0.75
"1440","HYDCAN","Hydrophyllum_canadense","Hydrophyllum","canadense",NA,"midrange","native","Hydrophyllaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1033,"June",2010,"Hydrophyllum_canadense",0.5
"1441","HYDVIR","Hydrophyllum_virginianum","Hydrophyllum","virginianum",NA,"midrange","native","Hydrophyllaceae","FAC","forb","PE","DI","shade",NA,NA,NA,NA,1068,"July",2010,"Hydrophyllum_virginianum",0.0025
"1442","HYDVIR","Hydrophyllum_virginianum","Hydrophyllum","virginianum",NA,"midrange","native","Hydrophyllaceae","FAC","forb","PE","DI","shade",NA,NA,NA,NA,1060,"July",2010,"Hydrophyllum_virginianum",0.0025
"1443","HYPPER","Hypericum_perforatum","Hypericum","perforatum",NA,"tolerant","adventive","Clusiaceae","upland","forb","PE","DI","advent",NA,NA,FALSE,FALSE,1068,"July",2010,"HYPERICUM_PERFORATUM",0.0025
"1444","HYPPER","Hypericum_perforatum","Hypericum","perforatum",NA,"tolerant","adventive","Clusiaceae","upland","forb","PE","DI","advent",NA,NA,FALSE,FALSE,1004,"June",2010,"HYPERICUM_PERFORATUM",0.003333333
"1445","HYPPER","Hypericum_perforatum","Hypericum","perforatum",NA,"tolerant","adventive","Clusiaceae","upland","forb","PE","DI","advent",NA,NA,FALSE,FALSE,1069,"July",2010,"HYPERICUM_PERFORATUM",0.1275
"1446","HYPPUN","Hypericum_punctatum","Hypericum","punctatum",NA,"tolerant","native","Clusiaceae","FAC","forb","PE","DI","full",NA,NA,NA,NA,3368,"August",2010,"Hypericum_punctatum",0.005
"1447","HYPPUN","Hypericum_punctatum","Hypericum","punctatum",NA,"tolerant","native","Clusiaceae","FAC","forb","PE","DI","full",NA,NA,NA,NA,1082,"August",2010,"Hypericum_punctatum",0.005
"1448","ILEOPA","Ilex_opaca","Ilex","opaca",NA,"tolerant","adventive","Aquifoliaceae","upland","sm.tree","W","DI","advent",NA,NA,FALSE,FALSE,1065,"July",2010,"ILEX_OPACA",0.0025
"1449","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1052,"July",2010,"Impatiens_capensis",56.25
"1450","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,3381,"August",2010,"Impatiens_capensis",1
"1451","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1069,"July",2010,"Impatiens_capensis",1
"1452","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1043,"July",2010,"Impatiens_capensis",0.5
"1453","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1077,"August",2010,"Impatiens_capensis",0.125
"1454","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1073,"July",2010,"Impatiens_capensis",5.75
"1455","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1040,"July",2010,"Impatiens_capensis",0.5
"1456","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1014,"July",2010,"Impatiens_capensis",0.5
"1457","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1028,"June",2010,"Impatiens_capensis",0.25
"1458","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,3367,"August",2010,"Impatiens_capensis",0.3775
"1459","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1017,"June",2010,"Impatiens_capensis",0.8775
"1460","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1098,"August",2010,"Impatiens_capensis",0.255
"1461","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1065,"July",2010,"Impatiens_capensis",0.5
"1462","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1053,"July",2010,"Impatiens_capensis",0.375
"1463","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,3377,"August",2010,"Impatiens_capensis",0.0025
"1464","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1033,"June",2010,"Impatiens_capensis",0.005
"1465","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1086,"August",2010,"Impatiens_capensis",0.375
"1466","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1075,"August",2010,"Impatiens_capensis",0.166666667
"1467","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1071,"August",2010,"Impatiens_capensis",2.5
"1468","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1034,"July",2010,"Impatiens_capensis",0.25
"1469","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1082,"August",2010,"Impatiens_capensis",0.125
"1470","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1018,"July",2010,"Impatiens_capensis",2.5
"1471","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,3370,"August",2010,"Impatiens_capensis",0.0075
"1472","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1004,"June",2010,"Impatiens_capensis",46.66666667
"1473","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1010,"June",2010,"Impatiens_capensis",0.25
"1474","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1054,"July",2010,"Impatiens_capensis",0.5
"1475","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1066,"August",2010,"Impatiens_capensis",0.0025
"1476","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1013,"June",2010,"Impatiens_capensis",0.0025
"1477","IMPCAP","Impatiens_capensis","Impatiens","capensis",NA,"tolerant","native","Balsaminaceae","hydrophyte","forb","AN","DI","partial",NA,NA,NA,NA,1021,"July",2010,"Impatiens_capensis",0.75
"1478","IMPPAL","Impatiens_pallida","Impatiens","pallida",NA,"midrange","native","Balsaminaceae","hydrophyte","forb","AN","DI","shade",NA,NA,NA,NA,1014,"July",2010,"Impatiens_pallida",0.25
"1479","IMPPAL","Impatiens_pallida","Impatiens","pallida",NA,"midrange","native","Balsaminaceae","hydrophyte","forb","AN","DI","shade",NA,NA,NA,NA,1054,"July",2010,"Impatiens_pallida",0.125
"1480","IMPPAL","Impatiens_pallida","Impatiens","pallida",NA,"midrange","native","Balsaminaceae","hydrophyte","forb","AN","DI","shade",NA,NA,NA,NA,1040,"July",2010,"Impatiens_pallida",0.0025
"1481","IRIPSE","Iris_pseudacorus","Iris","pseudacorus",NA,"tolerant","adventive","Iridaceae","advent","forb","PE","MO","advent",3,NA,FALSE,FALSE,1098,"August",2010,"IRIS_PSEUDACORUS",0.005
"1482","JEFDIP","Jeffersonia_diphylla","Jeffersonia","diphylla",NA,"sensitive","native","Berberidaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1031,"June",2010,"Jeffersonia_diphylla",11.5
"1483","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,3367,"August",2010,"Juglans_nigra",9.375
"1484","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,3365,"August",2010,"Juglans_nigra",9.375
"1485","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1018,"July",2010,"Juglans_nigra",35
"1486","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1054,"July",2010,"Juglans_nigra",73.75
"1487","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1098,"August",2010,"Juglans_nigra",17.375
"1488","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1080,"August",2010,"Juglans_nigra",4.375
"1489","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1075,"August",2010,"Juglans_nigra",0.5
"1490","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1082,"August",2010,"Juglans_nigra",0.875
"1491","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1053,"July",2010,"Juglans_nigra",1.875
"1492","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1073,"July",2010,"Juglans_nigra",15.625
"1493","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1034,"July",2010,"Juglans_nigra",7.5
"1494","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1069,"July",2010,"Juglans_nigra",6.25
"1495","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1039,"July",2010,"Juglans_nigra",41.25
"1496","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1014,"July",2010,"Juglans_nigra",0.25
"1497","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,3980,"September",2010,"Juglans_nigra",4.5
"1498","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1009,"June",2010,"Juglans_nigra",0.375
"1499","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1030,"July",2010,"Juglans_nigra",62.5
"1500","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,1021,"July",2010,"Juglans_nigra",23.125
"1501","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,3420,"August",2010,"Juglans_nigra",0.125
"1502","JUGNIG","Juglans_nigra","Juglans","nigra",NA,"midrange","native","Juglandaceae","upland","tree","W","DI","tree",NA,NA,NA,NA,3377,"August",2010,"Juglans_nigra",34.75
"1503","JUNEFF","Juncus_effusus","Juncus","effusus",NA,"tolerant","native","Juncaceae","hydrophyte","forb","PE","MO","full",NA,NA,NA,NA,3368,"August",2010,"Juncus_effusus",0.125
"1504","JUNEFF","Juncus_effusus","Juncus","effusus",NA,"tolerant","native","Juncaceae","hydrophyte","forb","PE","MO","full",NA,NA,NA,NA,1075,"August",2010,"Juncus_effusus",0.003333333
"1505","JUNEFF","Juncus_effusus","Juncus","effusus",NA,"tolerant","native","Juncaceae","hydrophyte","forb","PE","MO","full",NA,NA,NA,NA,1034,"July",2010,"Juncus_effusus",0.005
"1506","JUNEFF","Juncus_effusus","Juncus","effusus",NA,"tolerant","native","Juncaceae","hydrophyte","forb","PE","MO","full",NA,NA,NA,NA,1065,"July",2010,"Juncus_effusus",0.125
"1507","JUNEFF","Juncus_effusus","Juncus","effusus",NA,"tolerant","native","Juncaceae","hydrophyte","forb","PE","MO","full",NA,NA,NA,NA,1067,"July",2010,"Juncus_effusus",0.0025
"1508","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,3385,"August",2010,"Juncus_tenuis",1.5
"1509","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1008,"June",2010,"Juncus_tenuis",0.0025
"1510","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1039,"July",2010,"Juncus_tenuis",0.5
"1511","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1065,"July",2010,"Juncus_tenuis",0.125
"1512","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1034,"July",2010,"Juncus_tenuis",0.005
"1513","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1017,"June",2010,"Juncus_tenuis",0.125
"1514","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1073,"July",2010,"Juncus_tenuis",0.005
"1515","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,3368,"August",2010,"Juncus_tenuis",0.3775
"1516","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1075,"August",2010,"Juncus_tenuis",1.166666667
"1517","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1040,"July",2010,"Juncus_tenuis",0.005
"1518","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1014,"July",2010,"Juncus_tenuis",1
"1519","JUNTEN","Juncus_tenuis","Juncus","tenuis",NA,"tolerant","native","Juncaceae","FAC","forb","PE","MO","partial",NA,NA,NA,NA,1388,"August",2010,"Juncus_tenuis",0.0025
"1520","LAPCAN","Laportea_canadensis","Laportea","canadensis",NA,"midrange","native","Urticaceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1053,"July",2010,"Laportea_canadensis",0.125
"1521","LAPCAN","Laportea_canadensis","Laportea","canadensis",NA,"midrange","native","Urticaceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1098,"August",2010,"Laportea_canadensis",0.25
"1522","LAPCAN","Laportea_canadensis","Laportea","canadensis",NA,"midrange","native","Urticaceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1010,"June",2010,"Laportea_canadensis",0.0025
"1523","LAPCAN","Laportea_canadensis","Laportea","canadensis",NA,"midrange","native","Urticaceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1069,"July",2010,"Laportea_canadensis",0.3775
"1524","LAPCAN","Laportea_canadensis","Laportea","canadensis",NA,"midrange","native","Urticaceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1068,"July",2010,"Laportea_canadensis",0.625
"1525","LAPCAN","Laportea_canadensis","Laportea","canadensis",NA,"midrange","native","Urticaceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1043,"July",2010,"Laportea_canadensis",0.2525
"1526","LAPCAN","Laportea_canadensis","Laportea","canadensis",NA,"midrange","native","Urticaceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,3389,"August",2010,"Laportea_canadensis",0.25
"1527","LEEORY","Leersia_oryzoides","Leersia","oryzoides",NA,"tolerant","native","Poaceae","hydrophyte","grass","PE","MO","full",NA,NA,NA,NA,1040,"July",2010,"Leersia_oryzoides",0.0025
"1528","LEEORY","Leersia_oryzoides","Leersia","oryzoides",NA,"tolerant","native","Poaceae","hydrophyte","grass","PE","MO","full",NA,NA,NA,NA,1034,"July",2010,"Leersia_oryzoides",0.75
"1529","LEEORY","Leersia_oryzoides","Leersia","oryzoides",NA,"tolerant","native","Poaceae","hydrophyte","grass","PE","MO","full",NA,NA,NA,NA,1075,"August",2010,"Leersia_oryzoides",0.003333333
"1530","LEEORY","Leersia_oryzoides","Leersia","oryzoides",NA,"tolerant","native","Poaceae","hydrophyte","grass","PE","MO","full",NA,NA,NA,NA,1065,"July",2010,"Leersia_oryzoides",0.125
"1531","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1082,"August",2010,"Leersia_virginica",0.6275
"1532","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1072,"June",2010,"Leersia_virginica",0.125
"1533","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1039,"July",2010,"Leersia_virginica",0.2525
"1534","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1021,"July",2010,"Leersia_virginica",0.0025
"1535","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1068,"July",2010,"Leersia_virginica",0.0075
"1536","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1010,"June",2010,"Leersia_virginica",0.0025
"1537","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1083,"August",2010,"Leersia_virginica",0.1275
"1538","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1081,"August",2010,"Leersia_virginica",0.0025
"1539","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1034,"July",2010,"Leersia_virginica",0.25
"1540","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1061,"July",2010,"Leersia_virginica",0.5
"1541","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,3389,"August",2010,"Leersia_virginica",0.1275
"1542","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,3386,"August",2010,"Leersia_virginica",0.0025
"1543","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,3367,"August",2010,"Leersia_virginica",6.75
"1544","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1077,"August",2010,"Leersia_virginica",0.1275
"1545","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1080,"August",2010,"Leersia_virginica",0.0025
"1546","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,3368,"August",2010,"Leersia_virginica",24.75
"1547","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1073,"July",2010,"Leersia_virginica",0.25
"1548","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1065,"July",2010,"Leersia_virginica",3.125
"1549","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1067,"July",2010,"Leersia_virginica",0.625
"1550","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,3385,"August",2010,"Leersia_virginica",0.003333333
"1551","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1087,"August",2010,"Leersia_virginica",0.1275
"1552","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,3420,"August",2010,"Leersia_virginica",1.25
"1553","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1028,"June",2010,"Leersia_virginica",1
"1554","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1043,"July",2010,"Leersia_virginica",1.625
"1555","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1388,"August",2010,"Leersia_virginica",0.38
"1556","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,1075,"August",2010,"Leersia_virginica",0.17
"1557","LEEVIR","Leersia_virginica","Leersia","virginica",NA,"midrange","native","Poaceae","hydrophyte","grass","PE","MO","shade",NA,NA,NA,NA,3365,"August",2010,"Leersia_virginica",0.0025
